fecha,temp_media,hum_media,rad_media,pres_media,precip_total,viento_media,n_registros
2019-02-14,29.26,86.26,12.96,1005.18,38.93,8.82,24
2019-02-15,27.19,83.5,9.76,1004.94,41.53,9.23,24
2019-02-16,27.65,86.22,11.55,1003.54,40.57,8.98,24
2019-02-17,29.1,84.43,10.11,1005.98,39.9,9.43,24
2019-02-18,27.49,83.39,11.85,1004.87,100.5,9.25,24
2019-02-19,28.44,86.64,12.68,1003.12,102.51,8.9,24
2019-02-20,26.93,86.76,11.99,1003.65,107.29,8.94,24
2019-02-21,29.04,81.45,3.86,1005.35,101.38,8.76,24
2019-02-22,28.31,86.02,0.06,1005.3,108.46,9.62,24
2019-02-23,28.25,82.24,14.58,1003.5,105.55,8.6,24
2019-02-24,27.71,83.31,10.25,1005.73,105.88,9.28,24
2019-02-25,26.9,91.43,18.95,1005.17,81.67,8.58,24
2019-02-26,25.62,92.9,15.06,1003.99,77.92,8.51,24
2019-02-27,26.08,88.6,16.03,1004.41,79.28,8.17,24
2019-02-28,27.4,89.98,15.65,1002.78,80.5,8.9,24
2019-03-01,25.0,92.16,18.4,1004.28,77.18,9.19,24
2019-03-02,25.88,95.39,18.91,1004.79,81.49,8.53,24
2019-03-03,26.86,89.63,14.16,1006.66,79.19,8.82,24
2019-03-04,25.52,89.71,17.67,1006.99,99.84,8.86,24
2019-03-05,26.87,92.44,12.67,1002.36,91.56,8.66,24
2019-03-06,26.94,96.08,15.59,1005.0,94.88,8.57,24
2019-03-07,25.26,91.47,16.07,1002.82,95.97,9.23,24
2019-03-08,26.0,90.36,16.2,1005.33,95.04,8.71,24
2019-03-09,26.17,94.3,13.07,1004.05,99.28,8.79,24
2019-03-10,25.44,94.81,14.87,1001.24,100.66,8.91,24
2019-03-11,25.12,90.58,16.78,1005.65,101.57,9.26,24
2019-03-12,26.41,89.19,18.44,1002.91,106.07,8.84,24
2019-03-13,26.5,92.03,18.39,1002.98,110.29,8.66,24
2019-03-14,26.18,89.41,18.88,1001.81,110.64,8.68,24
2019-03-15,25.69,93.76,16.82,1002.95,105.46,8.94,24
2019-03-16,25.01,91.53,14.42,1004.52,109.74,8.82,24
2019-03-17,26.52,88.65,14.87,1003.16,109.68,8.58,24
2019-03-18,27.04,91.6,16.23,1007.44,57.3,8.67,24
2019-03-19,25.3,90.16,15.84,1007.77,54.12,8.5,24
2019-03-20,25.87,91.2,13.86,1009.14,55.03,8.89,24
2019-03-21,25.12,88.38,16.71,1006.58,54.39,9.27,24
2019-03-22,26.93,91.77,16.14,1004.58,56.56,8.86,24
2019-03-23,27.16,88.69,18.26,1008.57,54.58,8.84,24
2019-03-24,25.16,90.55,16.02,1006.28,57.89,8.91,24
2019-03-25,26.84,87.83,12.06,1007.48,75.66,9.15,24
2019-03-26,26.75,88.16,13.22,1005.87,83.05,9.05,24
2019-03-27,27.37,94.3,15.06,1005.03,82.65,8.45,24
2019-03-28,27.28,87.78,16.08,1005.79,83.67,8.3,24
2019-03-29,25.24,92.35,16.64,1008.72,80.29,8.35,24
2019-03-30,25.66,94.41,17.44,1009.12,77.65,8.49,24
2019-03-31,27.21,95.51,16.31,1005.34,82.34,8.91,24
2019-04-01,24.77,92.91,18.23,1007.66,52.49,7.46,24
2019-04-02,24.72,91.67,13.67,1008.8,55.25,7.37,24
2019-04-03,24.9,93.41,14.84,1005.88,53.28,7.04,24
2019-04-04,24.92,92.82,12.97,1007.8,55.21,7.33,24
2019-04-05,24.87,92.24,16.4,1007.41,52.07,7.51,24
2019-04-06,24.46,93.74,16.04,1007.85,52.34,7.52,24
2019-04-07,26.63,88.23,18.43,1005.88,53.23,7.31,24
2019-04-08,26.97,95.71,17.84,1006.11,29.11,7.32,24
2019-04-09,25.43,95.17,16.04,1005.28,27.49,7.33,24
2019-04-10,25.57,96.54,17.33,1007.17,27.31,7.11,24
2019-04-11,26.31,95.15,12.05,1007.84,28.55,7.56,24
2019-04-12,25.81,89.54,17.02,1008.19,28.76,7.17,24
2019-04-13,24.87,90.75,17.46,1011.82,29.35,7.38,24
2019-04-14,26.1,89.59,14.4,1010.23,28.98,7.56,24
2019-04-15,24.48,87.68,11.58,1006.13,48.07,7.79,24
2019-04-16,24.62,94.85,18.31,1008.05,51.97,7.43,24
2019-04-17,25.31,92.13,16.2,1006.68,50.68,7.53,24
2019-04-18,25.58,92.1,16.24,1006.74,52.21,7.58,24
2019-04-19,25.48,95.22,14.48,1007.6,49.75,7.57,24
2019-04-20,24.53,94.99,14.53,1008.4,52.8,7.53,24
2019-04-21,26.13,91.5,15.32,1006.42,52.63,7.69,24
2019-04-22,26.42,91.22,15.56,1010.23,26.86,7.31,24
2019-04-23,25.52,89.65,17.33,1006.96,26.7,7.83,24
2019-04-24,25.72,91.96,15.29,1008.57,26.98,7.89,24
2019-04-25,26.93,94.46,17.94,1012.73,27.48,7.25,24
2019-04-26,26.43,93.96,14.43,1008.85,27.61,7.06,24
2019-04-27,24.96,95.87,18.27,1010.96,27.7,7.44,24
2019-04-28,26.44,96.08,17.28,1008.66,28.09,7.56,24
2019-04-29,28.37,87.19,16.57,1010.61,4.63,6.37,24
2019-04-30,26.05,86.94,14.96,1009.84,4.96,6.41,24
2019-05-01,26.86,88.9,15.04,1009.43,5.26,6.57,24
2019-05-02,26.27,84.9,16.43,1008.57,4.97,6.34,24
2019-05-03,27.57,85.76,16.66,1010.41,4.92,6.22,24
2019-05-04,26.11,88.55,14.68,1008.37,5.07,6.67,24
2019-05-05,27.23,89.48,15.18,1010.67,5.23,6.14,24
2019-05-06,26.11,87.94,15.43,1011.35,6.41,6.22,24
2019-05-07,28.19,86.57,16.42,1010.07,6.29,6.24,24
2019-05-08,26.35,84.01,14.41,1009.09,6.04,6.52,24
2019-05-09,26.37,84.47,17.65,1010.32,6.6,6.63,24
2019-05-10,26.63,90.14,15.6,1009.1,6.6,6.69,24
2019-05-11,27.27,90.02,16.76,1010.88,6.64,6.28,24
2019-05-12,26.96,84.77,14.24,1006.7,6.29,6.5,24
2019-05-13,28.13,83.98,14.1,1008.16,17.08,6.69,24
2019-05-14,27.67,88.4,15.69,1005.41,17.61,6.72,24
2019-05-15,27.08,86.08,15.7,1006.32,17.57,6.64,24
2019-05-16,26.05,83.59,13.17,1011.08,16.37,6.75,24
2019-05-17,26.1,83.31,11.06,1010.27,17.2,6.95,24
2019-05-18,26.7,86.65,16.41,1007.57,16.49,6.57,24
2019-05-19,27.0,88.99,15.83,1006.32,16.38,6.84,24
2019-05-20,26.23,89.86,15.41,1003.58,23.38,6.28,24
2019-05-21,25.94,87.79,13.89,1007.41,24.83,6.46,24
2019-05-22,27.59,82.88,14.47,1011.91,25.6,6.8,24
2019-05-23,28.32,88.22,16.13,1008.61,23.99,6.88,24
2019-05-24,26.18,87.22,15.42,1007.34,24.35,6.39,24
2019-05-25,26.76,85.91,13.25,1008.85,24.43,6.14,24
2019-05-26,28.57,84.56,11.55,1005.35,23.64,6.3,24
2019-05-27,27.85,81.05,10.97,1008.15,13.19,6.43,24
2019-05-28,27.75,84.65,9.38,1008.92,13.14,6.0,24
2019-05-29,27.14,87.84,13.06,1008.54,12.78,6.82,24
2019-05-30,28.27,88.37,10.68,1009.77,12.29,6.36,24
2019-05-31,26.4,86.59,7.46,1009.3,12.09,6.22,24
2019-06-01,26.38,83.74,8.38,1009.83,12.79,6.37,24
2019-06-02,27.93,87.9,11.55,1007.33,12.89,6.45,24
2019-06-03,26.3,74.57,10.98,1010.36,6.61,6.28,24
2019-06-04,25.38,76.04,9.47,1011.79,6.19,5.94,24
2019-06-05,26.73,75.18,6.96,1007.39,6.02,6.18,24
2019-06-06,26.64,75.06,9.96,1007.31,6.51,6.14,24
2019-06-07,25.48,77.32,11.09,1011.17,5.88,6.06,24
2019-06-08,25.7,73.38,8.49,1008.78,6.42,6.01,24
2019-06-09,25.1,77.07,10.03,1011.21,5.88,6.03,24
2019-06-10,26.44,75.95,7.62,1008.28,0.92,6.12,24
2019-06-11,25.21,76.47,7.76,1011.65,0.64,6.4,24
2019-06-12,25.05,79.32,6.28,1009.28,0.77,6.34,24
2019-06-13,25.82,72.36,10.18,1009.49,0.72,5.98,24
2019-06-14,24.72,73.17,14.32,1011.69,0.51,5.64,24
2019-06-15,26.73,76.12,9.54,1008.43,0.77,5.86,24
2019-06-16,24.46,78.18,12.07,1007.62,0.62,6.04,24
2019-06-17,26.7,76.9,9.99,1008.26,0.87,6.32,24
2019-06-18,24.76,77.79,12.34,1009.86,0.85,5.66,24
2019-06-19,25.05,77.24,12.4,1006.56,0.94,6.27,24
2019-06-20,25.79,76.77,6.79,1009.98,0.74,5.78,24
2019-06-21,25.43,73.89,13.73,1008.02,1.04,6.18,24
2019-06-22,26.03,76.98,6.97,1010.69,0.83,5.7,24
2019-06-23,25.65,75.43,8.74,1005.1,0.94,5.73,24
2019-06-24,25.83,76.4,8.77,1007.5,3.17,5.83,24
2019-06-25,25.95,75.69,8.46,1005.96,3.1,5.84,24
2019-06-26,25.74,72.73,10.87,1007.36,3.19,6.04,24
2019-06-27,26.38,72.43,12.56,1008.78,3.17,6.41,24
2019-06-28,24.62,75.98,10.33,1008.37,3.03,6.19,24
2019-06-29,25.61,71.79,10.52,1008.1,2.87,5.9,24
2019-06-30,24.41,73.6,10.01,1008.18,3.12,5.94,24
2019-07-01,24.57,51.34,5.97,1006.77,38.45,5.45,24
2019-07-02,25.63,55.24,12.78,1004.83,38.21,5.22,24
2019-07-03,24.42,50.7,10.59,1007.6,36.89,5.78,24
2019-07-04,24.72,55.28,9.39,1007.57,36.72,5.72,24
2019-07-05,24.25,53.54,12.35,1006.92,38.33,5.11,24
2019-07-06,25.13,50.91,9.42,1007.12,36.9,5.35,24
2019-07-07,24.98,52.78,11.94,1006.65,39.49,5.69,24
2019-07-08,24.22,50.34,10.87,1011.75,1.73,5.85,24
2019-07-09,24.76,51.24,11.17,1008.29,2.13,5.56,24
2019-07-10,25.93,51.17,12.12,1007.78,1.95,5.55,24
2019-07-11,23.98,53.02,11.84,1007.13,2.26,5.77,24
2019-07-12,25.64,55.12,9.21,1006.58,1.8,5.73,24
2019-07-13,25.92,51.36,10.98,1006.11,2.1,5.53,24
2019-07-14,23.75,53.21,9.84,1006.89,2.07,5.77,24
2019-07-15,24.8,54.67,9.19,1008.06,3.54,5.52,24
2019-07-16,25.68,50.82,10.65,1008.63,3.54,6.04,24
2019-07-17,25.64,50.63,8.8,1007.99,3.8,5.88,24
2019-07-18,25.04,52.98,12.4,1006.78,3.54,6.14,24
2019-07-19,23.59,49.75,9.41,1009.48,3.64,5.78,24
2019-07-20,25.91,53.93,10.95,1008.97,3.63,5.69,24
2019-07-21,23.83,50.42,9.06,1007.63,3.61,5.81,24
2019-07-22,25.75,54.71,12.52,1006.92,0.55,5.62,24
2019-07-23,24.19,53.54,10.16,1009.05,0.51,5.77,24
2019-07-24,26.0,55.06,9.37,1008.1,0.33,5.88,24
2019-07-25,24.65,53.75,7.91,1005.59,0.52,5.67,24
2019-07-26,25.53,52.21,11.87,1007.69,0.57,5.85,24
2019-07-27,26.0,54.86,12.39,1008.34,0.43,5.94,24
2019-07-28,25.12,54.59,9.53,1006.49,0.38,5.82,24
2019-07-29,25.07,38.79,12.2,1008.03,0.4,6.67,24
2019-07-30,24.93,39.84,9.4,1005.5,0.43,6.18,24
2019-07-31,23.7,38.57,10.85,1010.01,0.21,6.71,24
2019-08-01,24.94,40.5,9.33,1009.61,0.43,6.15,24
2019-08-02,24.26,40.75,9.44,1007.45,0.64,6.26,24
2019-08-03,24.1,39.9,11.2,1008.37,0.53,6.23,24
2019-08-04,24.36,38.46,12.76,1003.87,0.31,6.05,24
2019-08-05,23.99,37.84,13.14,1005.86,0.51,6.56,24
2019-08-06,23.67,39.82,13.32,1007.22,0.34,6.38,24
2019-08-07,25.23,38.82,14.04,1005.76,0.44,6.28,24
2019-08-08,24.56,38.05,10.19,1008.73,0.55,6.78,24
2019-08-09,24.35,37.63,8.75,1010.73,0.45,6.9,24
2019-08-10,25.22,39.82,13.39,1005.59,0.28,6.75,24
2019-08-11,25.13,38.33,12.3,1006.21,0.38,6.83,24
2019-08-12,25.63,36.7,10.13,1007.78,0.75,6.49,24
2019-08-13,24.44,40.17,13.12,1010.18,0.44,6.18,24
2019-08-14,25.96,36.88,9.61,1005.39,0.38,6.75,24
2019-08-15,24.65,36.73,8.22,1007.66,0.54,6.47,24
2019-08-16,25.67,40.23,9.47,1010.21,0.42,6.21,24
2019-08-17,24.19,38.99,11.91,1004.84,0.44,6.29,24
2019-08-18,25.83,38.16,14.77,1005.29,0.29,6.12,24
2019-08-19,24.4,38.19,11.96,1006.72,0.42,6.56,24
2019-08-20,24.25,39.88,12.16,1006.61,0.43,6.51,24
2019-08-21,24.15,39.24,10.74,1008.68,0.4,6.59,24
2019-08-22,24.48,37.55,11.77,1007.72,0.63,6.51,24
2019-08-23,24.04,40.89,9.94,1004.46,0.45,6.48,24
2019-08-24,25.67,37.88,12.16,1008.02,0.63,6.19,24
2019-08-25,25.84,39.63,10.56,1006.23,0.56,6.35,24
2019-08-26,23.76,38.34,8.78,1009.35,0.55,6.39,24
2019-08-27,25.95,36.24,12.37,1006.15,0.51,6.35,24
2019-08-28,24.36,37.74,15.74,1006.17,0.66,6.17,24
2019-08-29,25.33,36.97,9.38,1007.97,0.5,6.18,24
2019-08-30,25.85,38.47,14.44,1008.28,0.45,6.26,24
2019-08-31,26.01,36.52,13.06,1007.72,0.4,6.42,24
2019-09-01,25.51,36.53,12.2,1004.37,0.53,6.29,24
2019-09-02,26.11,30.41,15.06,1007.92,0.45,7.04,24
2019-09-03,25.91,32.63,13.84,1005.18,0.58,6.61,24
2019-09-04,25.17,30.5,11.69,1007.35,0.5,6.52,24
2019-09-05,25.28,32.77,9.43,1004.75,0.31,6.86,24
2019-09-06,25.37,29.88,11.89,1007.75,0.37,6.84,24
2019-09-07,25.26,31.73,12.24,1005.7,0.55,7.03,24
2019-09-08,25.33,31.99,15.47,1004.97,0.44,6.8,24
2019-09-09,24.71,29.98,12.75,1008.14,0.55,7.11,24
2019-09-10,24.74,30.39,12.99,1007.37,0.17,7.19,24
2019-09-11,24.69,30.55,8.11,1005.99,0.36,6.94,24
2019-09-12,25.5,30.87,16.07,1009.34,0.47,6.95,24
2019-09-13,24.49,29.46,13.7,1006.16,0.51,7.14,24
2019-09-14,26.4,30.18,11.53,1006.75,0.33,7.02,24
2019-09-15,24.73,30.25,6.95,1007.33,0.24,7.01,24
2019-09-16,26.13,32.65,10.29,1005.8,0.52,7.21,24
2019-09-17,24.53,30.64,14.98,1007.67,0.37,7.21,24
2019-09-18,26.36,30.01,11.82,1005.9,0.58,7.24,24
2019-09-19,25.15,31.61,12.4,1006.25,0.68,6.9,24
2019-09-20,24.73,31.92,12.46,1008.91,0.26,7.32,24
2019-09-21,24.68,30.02,14.47,1005.18,0.46,6.81,24
2019-09-22,24.88,31.6,13.98,1002.98,0.24,6.79,24
2019-09-23,25.05,32.55,13.47,1009.57,0.24,7.04,24
2019-09-24,24.99,31.24,12.93,1010.93,0.32,6.76,24
2019-09-25,26.78,31.11,14.22,1005.95,0.29,7.45,24
2019-09-26,24.59,31.22,12.43,1003.83,0.53,7.15,24
2019-09-27,24.71,30.66,13.83,1006.18,0.36,7.4,24
2019-09-28,24.5,32.62,13.87,1006.42,0.7,6.88,24
2019-09-29,26.97,29.42,13.7,1006.27,0.33,7.1,24
2019-09-30,25.77,38.0,9.39,1005.03,0.45,8.53,24
2019-10-01,25.22,36.95,11.6,1007.77,0.54,8.39,24
2019-10-02,27.3,35.2,12.33,1007.4,0.64,8.37,24
2019-10-03,26.32,38.21,7.51,1004.36,0.4,8.59,24
2019-10-04,27.37,36.78,7.9,1007.66,0.41,8.75,24
2019-10-05,26.75,38.23,12.86,1009.85,0.39,8.36,24
2019-10-06,26.71,36.85,13.38,1006.77,0.77,8.69,24
2019-10-07,26.75,34.98,10.92,1006.09,0.49,8.26,24
2019-10-08,25.93,37.97,13.83,1006.57,0.49,8.66,24
2019-10-09,26.07,37.95,10.21,1007.8,0.52,8.74,24
2019-10-10,27.61,36.82,13.96,1003.77,0.62,9.01,24
2019-10-11,26.17,35.45,12.54,1007.05,0.65,8.77,24
2019-10-12,26.64,35.11,8.39,1006.1,0.46,8.35,24
2019-10-13,26.31,38.14,14.55,1009.79,0.41,9.01,24
2019-10-14,26.15,37.21,12.21,1006.59,0.49,8.14,24
2019-10-15,26.93,36.54,15.31,1009.44,0.36,8.88,24
2019-10-16,25.34,35.53,10.98,1005.01,0.57,8.37,24
2019-10-17,25.8,37.75,12.18,1007.78,0.55,8.34,24
2019-10-18,26.31,35.84,10.02,1007.34,0.53,8.51,24
2019-10-19,26.54,37.96,8.67,1005.37,0.71,8.63,24
2019-10-20,25.95,35.24,11.08,1007.06,0.32,8.82,24
2019-10-21,25.38,35.48,11.34,1008.8,0.98,8.85,24
2019-10-22,26.08,36.93,9.96,1006.21,1.04,8.8,24
2019-10-23,25.4,36.24,10.65,1004.15,1.29,8.91,24
2019-10-24,27.18,35.32,12.9,1006.66,1.15,8.23,24
2019-10-25,26.76,38.2,15.39,1005.32,1.23,8.98,24
2019-10-26,26.71,36.24,14.98,1006.32,0.91,8.74,24
2019-10-27,26.09,35.17,14.49,1006.62,1.11,8.3,24
2019-10-28,26.72,50.48,17.59,1004.02,0.64,9.27,24
2019-10-29,26.26,51.88,16.6,1004.32,0.24,8.99,24
2019-10-30,25.72,49.26,15.15,1007.78,0.35,9.16,24
2019-10-31,26.36,51.16,15.42,1006.07,0.49,8.58,24
2019-11-01,26.65,50.66,15.16,1002.76,0.83,8.34,24
2019-11-02,27.66,48.22,18.36,1008.18,0.76,8.9,24
2019-11-03,25.52,51.97,15.34,1007.61,0.36,8.82,24
2019-11-04,25.6,52.13,15.74,1005.86,0.3,9.43,24
2019-11-05,26.22,49.81,13.1,1005.01,0.47,8.57,24
2019-11-06,25.84,51.12,16.17,1008.31,0.19,9.35,24
2019-11-07,27.04,48.01,17.55,1007.53,0.4,9.12,24
2019-11-08,26.27,51.29,17.38,1011.01,0.52,9.32,24
2019-11-09,26.1,51.09,13.49,1007.74,0.64,8.84,24
2019-11-10,28.21,50.69,14.84,1007.47,0.43,8.81,24
2019-11-11,27.71,49.92,15.29,1006.65,0.42,9.33,24
2019-11-12,28.11,48.18,15.16,1008.35,0.28,8.77,24
2019-11-13,26.97,49.34,14.06,1008.34,0.56,9.18,24
2019-11-14,26.02,49.31,13.37,1009.34,0.5,8.61,24
2019-11-15,25.81,49.54,16.71,1006.41,0.33,9.13,24
2019-11-16,27.61,50.9,14.28,1006.39,0.62,8.82,24
2019-11-17,27.24,48.34,18.18,1006.37,0.46,8.69,24
2019-11-18,25.82,49.56,18.84,1008.57,0.57,9.18,24
2019-11-19,26.83,47.33,16.27,1009.6,0.93,8.65,24
2019-11-20,27.29,50.92,17.87,1006.49,0.54,8.94,24
2019-11-21,26.46,47.28,17.21,1006.71,0.99,9.27,24
2019-11-22,26.48,48.98,17.45,1007.77,0.78,8.86,24
2019-11-23,28.12,48.27,15.89,1006.78,0.6,9.23,24
2019-11-24,26.88,49.49,16.72,1008.94,0.75,8.82,24
2019-11-25,26.88,48.66,16.29,1003.76,0.68,8.48,24
2019-11-26,27.86,52.94,14.88,1006.06,0.42,8.88,24
2019-11-27,26.9,51.44,11.86,1006.06,0.52,9.12,24
2019-11-28,26.38,49.46,18.4,1003.76,0.26,9.01,24
2019-11-29,25.57,48.42,14.03,1006.04,0.6,9.43,24
2019-11-30,26.44,52.43,14.16,1006.09,0.44,9.31,24
2019-12-01,27.96,51.75,17.31,1007.15,0.35,9.2,24
2019-12-02,28.92,59.89,11.78,1008.86,5.42,9.16,24
2019-12-03,29.43,60.43,9.71,1006.69,5.13,9.78,24
2019-12-04,27.61,58.7,14.68,1005.64,5.76,9.29,24
2019-12-05,26.85,57.39,9.78,1007.15,5.42,9.24,24
2019-12-06,28.77,59.02,10.21,1008.87,5.71,9.68,24
2019-12-07,29.3,59.11,13.28,1005.53,5.31,9.47,24
2019-12-08,28.84,57.73,11.85,1005.93,5.14,8.9,24
2019-12-09,28.84,55.88,11.72,1008.28,2.58,9.44,24
2019-12-10,27.26,55.73,12.23,1007.21,2.56,9.44,24
2019-12-11,28.91,56.81,13.25,1008.5,2.45,9.38,24
2019-12-12,28.25,57.34,12.51,1007.76,2.67,9.89,24
2019-12-13,28.38,60.09,11.73,1008.77,2.85,9.97,24
2019-12-14,28.55,55.36,12.54,1006.11,2.47,9.87,24
2019-12-15,29.61,55.15,11.6,1007.41,2.65,9.38,24
2019-12-16,29.18,60.35,11.06,1007.35,0.67,9.07,24
2019-12-17,27.68,59.81,9.92,1005.89,0.41,9.85,24
2019-12-18,27.22,55.79,7.97,1005.47,0.45,9.15,24
2019-12-19,27.73,58.83,11.25,1009.06,0.26,9.06,24
2019-12-20,27.76,55.67,12.5,1007.61,0.4,9.91,24
2019-12-21,26.86,58.53,10.08,1006.47,0.64,9.59,24
2019-12-22,29.01,56.5,12.8,1007.74,0.42,9.28,24
2019-12-23,27.25,58.32,10.2,1009.31,12.85,9.76,24
2019-12-24,27.39,59.17,6.74,1003.74,13.02,9.56,24
2019-12-25,27.48,55.89,11.47,1005.14,12.9,9.33,24
2019-12-26,29.31,58.79,14.49,1005.95,12.65,9.83,24
2019-12-27,27.5,60.21,10.98,1009.8,13.42,9.55,24
2019-12-28,28.3,59.98,11.49,1007.88,12.08,9.47,24
2019-12-29,27.63,55.34,14.13,1008.76,12.43,9.25,24
2019-12-30,28.43,76.56,4.83,1004.87,26.63,9.94,24
2019-12-31,28.27,79.92,5.93,1005.07,25.15,10.09,24
2020-01-01,28.56,81.36,5.45,1007.67,24.73,9.91,24
2020-01-02,29.41,73.81,9.98,1006.65,27.03,10.16,24
2020-01-03,27.68,75.98,6.01,1007.75,25.84,9.69,24
2020-01-04,28.82,74.01,5.15,1006.58,25.85,9.85,24
2020-01-05,29.21,80.44,13.5,1007.35,25.68,9.77,24
2020-01-06,27.37,76.17,9.58,1006.64,38.84,9.16,24
2020-01-07,29.76,80.31,12.16,1007.22,38.54,9.61,24
2020-01-08,28.71,79.43,6.45,1007.73,38.36,9.18,24
2020-01-09,28.38,73.75,8.44,1003.72,39.31,9.18,24
2020-01-10,28.12,73.66,6.87,1002.8,36.99,9.15,24
2020-01-11,27.57,80.63,14.25,1008.0,36.86,9.71,24
2020-01-12,27.33,79.35,0.05,1008.44,38.52,9.12,24
2020-01-13,27.33,75.97,13.6,1003.31,63.94,9.54,24
2020-01-14,27.85,80.94,12.38,1002.21,60.37,9.17,24
2020-01-15,28.07,77.12,13.31,1005.22,60.87,8.88,24
2020-01-16,28.94,78.82,12.97,1006.58,60.4,9.36,24
2020-01-17,28.95,74.8,13.88,1007.83,65.32,9.29,24
2020-01-18,28.51,75.89,10.9,1005.9,63.46,9.39,24
2020-01-19,27.74,74.42,14.17,1004.62,61.25,9.52,24
2020-01-20,30.01,76.56,5.95,1003.39,66.14,9.32,24
2020-01-21,28.69,76.05,2.13,1004.93,67.63,9.34,24
2020-01-22,28.73,80.98,12.24,1004.46,65.55,9.43,24
2020-01-23,28.54,79.24,14.81,1003.33,67.61,9.46,24
2020-01-24,27.44,79.79,10.59,1008.6,63.68,9.53,24
2020-01-25,29.44,78.72,5.5,1007.74,67.8,9.05,24
2020-01-26,29.07,75.46,2.69,1007.05,63.27,9.69,24
2020-01-27,27.78,89.3,12.66,1004.1,60.25,9.32,24
2020-01-28,29.29,84.46,5.82,1006.7,59.9,9.72,24
2020-01-29,29.43,83.93,10.91,1006.21,63.35,9.44,24
2020-01-30,29.29,83.52,12.14,1006.28,60.02,8.71,24
2020-01-31,28.81,83.08,8.2,1007.39,63.97,9.12,24
2020-02-01,26.88,86.46,12.42,1006.72,60.86,8.93,24
2020-02-02,27.0,82.74,15.03,1006.91,62.33,9.24,24
2020-02-03,26.94,88.66,10.7,1008.8,27.61,9.4,24
2020-02-04,28.37,89.02,15.26,1008.1,28.28,9.52,24
2020-02-05,28.51,85.76,9.16,1005.0,27.58,9.04,24
2020-02-06,28.85,85.44,14.99,1007.8,26.49,8.63,24
2020-02-07,28.88,84.26,14.27,1006.77,26.65,9.4,24
2020-02-08,27.21,82.1,10.98,1005.75,28.9,9.22,24
2020-02-09,28.14,85.81,14.71,1010.65,26.77,9.31,24
2020-02-10,27.83,83.72,9.73,1009.91,41.76,8.58,24
2020-02-11,28.27,85.96,12.38,1009.26,39.11,8.84,24
2020-02-12,27.54,84.46,11.27,1007.54,42.01,9.43,24
2020-02-13,26.84,85.53,10.16,1009.35,42.18,8.67,24
2020-02-14,28.11,81.93,10.05,1007.18,39.61,9.28,24
2020-02-15,27.35,88.49,13.76,1007.74,39.26,8.7,24
2020-02-16,27.17,88.32,9.31,1005.66,40.33,8.84,24
2020-02-17,27.66,82.02,9.41,1004.44,99.6,8.73,24
2020-02-18,28.32,85.52,12.42,1003.65,100.58,9.16,24
2020-02-19,27.24,86.05,11.94,1001.59,102.1,9.01,24
2020-02-20,29.12,85.72,9.39,1003.55,99.11,8.85,24
2020-02-21,27.65,85.99,9.06,1003.66,102.82,9.11,24
2020-02-22,29.41,86.85,8.27,1006.38,103.78,9.16,24
2020-02-23,27.01,83.9,10.52,1005.3,101.98,8.84,24
2020-02-24,26.41,94.82,17.55,1005.51,75.87,8.32,24
2020-02-25,25.71,94.34,18.2,1005.5,80.88,9.04,24
2020-02-26,25.99,91.36,13.61,1005.39,79.41,8.48,24
2020-02-27,26.85,88.83,18.33,1005.09,75.81,9.35,24
2020-02-28,26.77,87.55,17.48,1003.6,78.47,8.6,24
2020-02-29,27.38,95.71,16.64,1004.72,82.51,9.18,24
2020-03-01,25.68,90.24,17.59,1004.62,75.24,9.16,24
2020-03-02,27.0,89.46,13.74,1002.13,98.87,8.46,24
2020-03-03,27.39,89.66,15.2,1005.15,94.5,8.66,24
2020-03-04,25.36,93.79,15.34,1005.06,96.52,8.94,24
2020-03-05,26.84,89.13,15.32,1001.85,92.29,9.25,24
2020-03-06,25.69,88.3,16.38,1004.46,94.6,8.76,24
2020-03-07,25.15,90.33,13.58,1006.12,95.58,8.37,24
2020-03-08,27.35,93.66,18.95,1006.21,93.59,9.04,24
2020-03-09,26.37,88.59,15.85,1005.52,105.2,8.82,24
2020-03-10,26.34,87.06,16.92,1003.92,104.32,8.84,24
2020-03-11,26.76,89.96,17.43,1002.43,107.17,9.05,24
2020-03-12,27.5,94.64,16.59,1001.94,105.56,8.89,24
2020-03-13,26.77,94.84,14.83,1004.46,104.29,8.61,24
2020-03-14,25.6,87.92,13.2,1004.58,104.34,8.51,24
2020-03-15,26.1,93.19,16.56,1005.76,109.86,8.93,24
2020-03-16,27.08,93.36,18.99,1008.83,54.57,9.04,24
2020-03-17,26.56,89.68,16.14,1006.68,55.74,8.67,24
2020-03-18,25.48,90.89,16.66,1005.1,54.89,9.23,24
2020-03-19,27.61,90.89,14.27,1006.31,55.93,9.18,24
2020-03-20,25.87,91.02,14.73,1007.44,53.75,8.43,24
2020-03-21,26.62,95.38,13.49,1006.54,56.8,9.15,24
2020-03-22,27.56,88.83,12.35,1005.92,55.37,8.2,24
2020-03-23,27.13,90.07,16.16,1005.73,80.59,8.26,24
2020-03-24,25.92,92.52,16.34,1004.8,78.03,8.81,24
2020-03-25,27.26,88.49,15.44,1004.6,75.95,8.33,24
2020-03-26,27.22,92.31,18.21,1005.69,82.49,8.62,24
2020-03-27,25.26,90.97,14.64,1005.12,78.22,8.95,24
2020-03-28,27.17,90.24,14.01,1005.73,82.81,8.52,24
2020-03-29,25.65,88.29,18.68,1006.37,75.71,8.74,24
